0;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;;;;;;;;;;;;;;;;;;;;;;;;
20060223;23/02/2006 00:00;jeudi, f‚vrier 23 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060220;20/02/2006 00:00;Semaine 9, 2006;54;Jour 54;54;Jour 54;54;Jour 54;23;Jour 23;4;Jour 4;9;Semaine 9;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060224;24/02/2006 00:00;vendredi, f‚vrier 24 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060220;20/02/2006 00:00;Semaine 9, 2006;55;Jour 55;55;Jour 55;55;Jour 55;24;Jour 24;5;Jour 5;9;Semaine 9;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060225;25/02/2006 00:00;samedi, f‚vrier 25 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060220;20/02/2006 00:00;Semaine 9, 2006;56;Jour 56;56;Jour 56;56;Jour 56;25;Jour 25;6;Jour 6;9;Semaine 9;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060226;26/02/2006 00:00;dimanche, f‚vrier 26 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060220;20/02/2006 00:00;Semaine 9, 2006;57;Jour 57;57;Jour 57;57;Jour 57;26;Jour 26;7;Jour 7;9;Semaine 9;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060227;27/02/2006 00:00;lundi, f‚vrier 27 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;58;Jour 58;58;Jour 58;58;Jour 58;27;Jour 27;1;Jour 1;10;Semaine 10;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060228;28/02/2006 00:00;mardi, f‚vrier 28 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060201;01/02/2006 00:00;février 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;59;Jour 59;59;Jour 59;59;Jour 59;28;Jour 28;2;Jour 2;10;Semaine 10;2;Mois 2;2;Mois 2;2;Mois 2;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060301;01/03/2006 00:00;mercredi, mars 01 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;60;Jour 60;60;Jour 60;60;Jour 60;1;Jour 1;3;Jour 3;10;Semaine 10;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060302;02/03/2006 00:00;jeudi, mars 02 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;61;Jour 61;61;Jour 61;61;Jour 61;2;Jour 2;4;Jour 4;10;Semaine 10;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060303;03/03/2006 00:00;vendredi, mars 03 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;62;Jour 62;62;Jour 62;62;Jour 62;3;Jour 3;5;Jour 5;10;Semaine 10;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060304;04/03/2006 00:00;samedi, mars 04 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;63;Jour 63;63;Jour 63;63;Jour 63;4;Jour 4;6;Jour 6;10;Semaine 10;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060305;05/03/2006 00:00;dimanche, mars 05 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060227;27/02/2006 00:00;Semaine 10, 2006;64;Jour 64;64;Jour 64;64;Jour 64;5;Jour 5;7;Jour 7;10;Semaine 10;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060306;06/03/2006 00:00;lundi, mars 06 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;65;Jour 65;65;Jour 65;65;Jour 65;6;Jour 6;1;Jour 1;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060307;07/03/2006 00:00;mardi, mars 07 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;66;Jour 66;66;Jour 66;66;Jour 66;7;Jour 7;2;Jour 2;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060308;08/03/2006 00:00;mercredi, mars 08 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;67;Jour 67;67;Jour 67;67;Jour 67;8;Jour 8;3;Jour 3;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060309;09/03/2006 00:00;jeudi, mars 09 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;68;Jour 68;68;Jour 68;68;Jour 68;9;Jour 9;4;Jour 4;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060310;10/03/2006 00:00;vendredi, mars 10 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;69;Jour 69;69;Jour 69;69;Jour 69;10;Jour 10;5;Jour 5;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060311;11/03/2006 00:00;samedi, mars 11 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;70;Jour 70;70;Jour 70;70;Jour 70;11;Jour 11;6;Jour 6;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060312;12/03/2006 00:00;dimanche, mars 12 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060306;06/03/2006 00:00;Semaine 11, 2006;71;Jour 71;71;Jour 71;71;Jour 71;12;Jour 12;7;Jour 7;11;Semaine 11;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060313;13/03/2006 00:00;lundi, mars 13 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;72;Jour 72;72;Jour 72;72;Jour 72;13;Jour 13;1;Jour 1;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060314;14/03/2006 00:00;mardi, mars 14 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;73;Jour 73;73;Jour 73;73;Jour 73;14;Jour 14;2;Jour 2;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060315;15/03/2006 00:00;mercredi, mars 15 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;74;Jour 74;74;Jour 74;74;Jour 74;15;Jour 15;3;Jour 3;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060316;16/03/2006 00:00;jeudi, mars 16 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;75;Jour 75;75;Jour 75;75;Jour 75;16;Jour 16;4;Jour 4;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060317;17/03/2006 00:00;vendredi, mars 17 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;76;Jour 76;76;Jour 76;76;Jour 76;17;Jour 17;5;Jour 5;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060318;18/03/2006 00:00;samedi, mars 18 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;77;Jour 77;77;Jour 77;77;Jour 77;18;Jour 18;6;Jour 6;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060319;19/03/2006 00:00;dimanche, mars 19 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060313;13/03/2006 00:00;Semaine 12, 2006;78;Jour 78;78;Jour 78;78;Jour 78;19;Jour 19;7;Jour 7;12;Semaine 12;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060320;20/03/2006 00:00;lundi, mars 20 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;79;Jour 79;79;Jour 79;79;Jour 79;20;Jour 20;1;Jour 1;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060321;21/03/2006 00:00;mardi, mars 21 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;80;Jour 80;80;Jour 80;80;Jour 80;21;Jour 21;2;Jour 2;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060322;22/03/2006 00:00;mercredi, mars 22 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;81;Jour 81;81;Jour 81;81;Jour 81;22;Jour 22;3;Jour 3;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060323;23/03/2006 00:00;jeudi, mars 23 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;82;Jour 82;82;Jour 82;82;Jour 82;23;Jour 23;4;Jour 4;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060324;24/03/2006 00:00;vendredi, mars 24 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;83;Jour 83;83;Jour 83;83;Jour 83;24;Jour 24;5;Jour 5;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060325;25/03/2006 00:00;samedi, mars 25 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;84;Jour 84;84;Jour 84;84;Jour 84;25;Jour 25;6;Jour 6;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060326;26/03/2006 00:00;dimanche, mars 26 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060320;20/03/2006 00:00;Semaine 13, 2006;85;Jour 85;85;Jour 85;85;Jour 85;26;Jour 26;7;Jour 7;13;Semaine 13;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060327;27/03/2006 00:00;lundi, mars 27 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;86;Jour 86;86;Jour 86;86;Jour 86;27;Jour 27;1;Jour 1;14;Semaine 14;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060328;28/03/2006 00:00;mardi, mars 28 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;87;Jour 87;87;Jour 87;87;Jour 87;28;Jour 28;2;Jour 2;14;Semaine 14;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060329;29/03/2006 00:00;mercredi, mars 29 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;88;Jour 88;88;Jour 88;88;Jour 88;29;Jour 29;3;Jour 3;14;Semaine 14;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060330;30/03/2006 00:00;jeudi, mars 30 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;89;Jour 89;89;Jour 89;89;Jour 89;30;Jour 30;4;Jour 4;14;Semaine 14;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060331;31/03/2006 00:00;vendredi, mars 31 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060101;01/01/2006 00:00;Trimestre 1, 2006;20060301;01/03/2006 00:00;mars 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;90;Jour 90;90;Jour 90;90;Jour 90;31;Jour 31;5;Jour 5;14;Semaine 14;3;Mois 3;3;Mois 3;3;Mois 3;1;Trimestre 1;1;Trimestre 1;1;Semestre 1
20060401;01/04/2006 00:00;samedi, avril 01 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;91;Jour 91;91;Jour 91;1;Jour 1;1;Jour 1;6;Jour 6;14;Semaine 14;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060402;02/04/2006 00:00;dimanche, avril 02 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060327;27/03/2006 00:00;Semaine 14, 2006;92;Jour 92;92;Jour 92;2;Jour 2;2;Jour 2;7;Jour 7;14;Semaine 14;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060403;03/04/2006 00:00;lundi, avril 03 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;93;Jour 93;93;Jour 93;3;Jour 3;3;Jour 3;1;Jour 1;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060404;04/04/2006 00:00;mardi, avril 04 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;94;Jour 94;94;Jour 94;4;Jour 4;4;Jour 4;2;Jour 2;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060405;05/04/2006 00:00;mercredi, avril 05 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;95;Jour 95;95;Jour 95;5;Jour 5;5;Jour 5;3;Jour 3;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060406;06/04/2006 00:00;jeudi, avril 06 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;96;Jour 96;96;Jour 96;6;Jour 6;6;Jour 6;4;Jour 4;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060407;07/04/2006 00:00;vendredi, avril 07 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;97;Jour 97;97;Jour 97;7;Jour 7;7;Jour 7;5;Jour 5;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060408;08/04/2006 00:00;samedi, avril 08 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;98;Jour 98;98;Jour 98;8;Jour 8;8;Jour 8;6;Jour 6;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060409;09/04/2006 00:00;dimanche, avril 09 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060403;03/04/2006 00:00;Semaine 15, 2006;99;Jour 99;99;Jour 99;9;Jour 9;9;Jour 9;7;Jour 7;15;Semaine 15;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060410;10/04/2006 00:00;lundi, avril 10 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;100;Jour 100;100;Jour 100;10;Jour 10;10;Jour 10;1;Jour 1;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060411;11/04/2006 00:00;mardi, avril 11 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;101;Jour 101;101;Jour 101;11;Jour 11;11;Jour 11;2;Jour 2;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060412;12/04/2006 00:00;mercredi, avril 12 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;102;Jour 102;102;Jour 102;12;Jour 12;12;Jour 12;3;Jour 3;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060413;13/04/2006 00:00;jeudi, avril 13 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;103;Jour 103;103;Jour 103;13;Jour 13;13;Jour 13;4;Jour 4;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060414;14/04/2006 00:00;vendredi, avril 14 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;104;Jour 104;104;Jour 104;14;Jour 14;14;Jour 14;5;Jour 5;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060415;15/04/2006 00:00;samedi, avril 15 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;105;Jour 105;105;Jour 105;15;Jour 15;15;Jour 15;6;Jour 6;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060416;16/04/2006 00:00;dimanche, avril 16 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060410;10/04/2006 00:00;Semaine 16, 2006;106;Jour 106;106;Jour 106;16;Jour 16;16;Jour 16;7;Jour 7;16;Semaine 16;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20060417;17/04/2006 00:00;lundi, avril 17 2006;20060101;01/01/2006 00:00;Calendrier 2006;20060101;01/01/2006 00:00;Semestre 1, 2006;20060401;01/04/2006 00:00;Trimestre 2, 2006;20060401;01/04/2006 00:00;avril 2006;20060417;17/04/2006 00:00;Semaine 17, 2006;107;Jour 107;107;Jour 107;17;Jour 17;17;Jour 17;1;Jour 1;17;Semaine 17;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
